0,Date,city,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow,latitude,longitude
11830,07/05/2017,CoffsHarbour,9.6,23.3,0.0,,,WSW,26.0,S,ENE,6.0,11.0,72.0,50.0,1024.1,1021.8,,,18.0,22.9,No,0.5,No,-30.294311623198947,153.123998054297
11831,08/05/2017,CoffsHarbour,13.7,22.2,0.5,,,SW,31.0,SW,SE,20.0,15.0,69.0,58.0,1025.6,1023.2,2.0,8.0,19.1,20.8,No,3.3,Yes,-30.294311623198947,153.123998054297
11832,09/05/2017,CoffsHarbour,15.2,21.3,3.3,,,SSW,31.0,SW,SSE,15.0,15.0,81.0,60.0,1025.4,1022.4,8.0,7.0,16.6,20.0,Yes,0.0,No,-30.294311623198947,153.123998054297
11833,10/05/2017,CoffsHarbour,15.1,21.6,0.0,,,S,37.0,SW,S,20.0,26.0,69.0,59.0,1023.8,1020.2,,1.0,18.5,19.9,No,0.0,No,-30.294311623198947,153.123998054297
11834,11/05/2017,CoffsHarbour,15.8,22.7,0.0,,,SW,39.0,WSW,S,20.0,20.0,59.0,54.0,1022.7,1020.3,,,19.1,21.8,No,0.1,No,-30.294311623198947,153.123998054297
11835,12/05/2017,CoffsHarbour,15.9,22.6,0.1,,,SSW,37.0,SW,SSW,24.0,26.0,68.0,63.0,1025.1,1023.1,,4.0,20.0,21.1,No,1.8,Yes,-30.294311623198947,153.123998054297
11836,13/05/2017,CoffsHarbour,14.8,21.1,1.8,,,WSW,26.0,WSW,WSW,13.0,9.0,77.0,70.0,1024.7,1022.2,7.0,7.0,19.0,20.6,Yes,31.1,Yes,-30.294311623198947,153.123998054297
11837,14/05/2017,CoffsHarbour,15.6,19.2,31.1,,,WSW,30.0,SSW,SW,13.0,17.0,95.0,95.0,1021.1,1016.6,8.0,8.0,15.9,16.9,Yes,13.9,Yes,-30.294311623198947,153.123998054297
11838,15/05/2017,CoffsHarbour,13.3,23.1,13.9,,,SW,33.0,SW,W,15.0,7.0,67.0,58.0,1014.4,1012.2,,8.0,19.0,22.0,Yes,0.2,No,-30.294311623198947,153.123998054297
11839,16/05/2017,CoffsHarbour,8.2,22.5,0.2,,,SSW,28.0,WNW,SE,11.0,13.0,72.0,47.0,1017.9,1016.1,,,18.4,21.0,No,0.0,No,-30.294311623198947,153.123998054297
11840,17/05/2017,CoffsHarbour,9.0,21.9,0.0,,,NE,26.0,SW,NE,4.0,19.0,78.0,69.0,1023.4,1021.1,,,17.6,21.0,No,0.0,No,-30.294311623198947,153.123998054297
11841,18/05/2017,CoffsHarbour,11.0,22.1,0.0,,,E,26.0,WSW,E,4.0,13.0,94.0,61.0,1026.9,1024.1,4.0,,16.1,21.7,No,3.6,Yes,-30.294311623198947,153.123998054297
11842,19/05/2017,CoffsHarbour,16.1,20.2,3.6,,,E,31.0,WSW,NE,7.0,17.0,95.0,83.0,1025.6,1020.9,8.0,8.0,18.1,19.7,Yes,6.0,Yes,-30.294311623198947,153.123998054297
11843,20/05/2017,CoffsHarbour,15.5,22.7,6.0,,,NE,26.0,NNE,ENE,7.0,15.0,87.0,75.0,1019.7,1016.5,8.0,,18.7,22.2,Yes,0.0,No,-30.294311623198947,153.123998054297
11844,21/05/2017,CoffsHarbour,12.9,23.1,0.0,,,S,20.0,WSW,S,9.0,9.0,84.0,79.0,1020.0,1018.5,2.0,6.0,19.9,21.5,No,0.1,No,-30.294311623198947,153.123998054297
11845,22/05/2017,CoffsHarbour,13.7,23.6,0.1,,,SW,24.0,SW,S,15.0,15.0,84.0,80.0,1023.2,1020.7,5.0,3.0,20.3,22.1,No,0.0,No,-30.294311623198947,153.123998054297
11846,23/05/2017,CoffsHarbour,12.7,22.3,0.0,,,SE,17.0,WSW,E,7.0,13.0,90.0,75.0,1022.9,1019.0,,,18.6,21.7,No,0.8,No,-30.294311623198947,153.123998054297
11847,24/05/2017,CoffsHarbour,13.1,27.7,0.8,,,NE,31.0,NNW,N,9.0,22.0,71.0,50.0,1017.3,1012.0,4.0,1.0,20.4,26.9,No,0.0,No,-30.294311623198947,153.123998054297
11848,25/05/2017,CoffsHarbour,11.9,20.9,0.0,,,SW,30.0,SW,S,15.0,13.0,56.0,52.0,1020.8,1018.8,,,17.8,20.2,No,0.0,No,-30.294311623198947,153.123998054297
11849,26/05/2017,CoffsHarbour,7.8,21.5,0.0,,,ENE,26.0,WSW,ENE,6.0,13.0,80.0,60.0,1021.3,1018.8,,,15.8,21.2,No,0.0,No,-30.294311623198947,153.123998054297
11850,27/05/2017,CoffsHarbour,10.0,22.0,0.0,,,NE,37.0,W,NE,6.0,26.0,78.0,72.0,1022.7,1018.6,,,17.3,21.0,No,0.0,No,-30.294311623198947,153.123998054297
11851,28/05/2017,CoffsHarbour,14.5,21.8,0.0,,,NNW,33.0,N,NNW,9.0,26.0,74.0,62.0,1017.8,1013.8,7.0,6.0,19.3,21.4,No,1.2,Yes,-30.294311623198947,153.123998054297
11852,29/05/2017,CoffsHarbour,12.9,21.3,1.2,,,NW,30.0,WSW,S,9.0,13.0,58.0,45.0,1018.4,1017.8,,6.0,18.9,20.9,Yes,0.1,No,-30.294311623198947,153.123998054297
11853,30/05/2017,CoffsHarbour,7.6,19.9,0.1,,,ESE,17.0,W,ENE,7.0,13.0,77.0,57.0,1023.6,1020.8,7.0,1.0,14.1,18.6,No,0.0,No,-30.294311623198947,153.123998054297
11854,31/05/2017,CoffsHarbour,7.2,19.4,0.0,,,SSW,43.0,WSW,SSW,20.0,17.0,54.0,44.0,1023.8,1021.7,,1.0,14.6,18.9,No,0.0,No,-30.294311623198947,153.123998054297
11855,01/06/2017,CoffsHarbour,11.4,19.1,0.0,,,SSW,44.0,SW,SSW,24.0,28.0,59.0,53.0,1029.3,1027.9,,4.0,15.2,18.6,No,0.0,No,-30.294311623198947,153.123998054297
11856,02/06/2017,CoffsHarbour,12.4,20.3,0.0,,,SSW,46.0,SW,SSW,24.0,22.0,57.0,49.0,1029.8,1027.1,,1.0,16.9,19.3,No,0.0,No,-30.294311623198947,153.123998054297
11857,03/06/2017,CoffsHarbour,13.1,21.1,0.0,,,SW,41.0,SW,SSW,24.0,28.0,67.0,59.0,1027.9,1025.4,3.0,2.0,17.5,19.5,No,0.0,No,-30.294311623198947,153.123998054297
11858,04/06/2017,CoffsHarbour,11.7,20.3,0.0,,,S,39.0,SW,S,17.0,17.0,66.0,62.0,1026.2,1022.9,1.0,,16.8,19.0,No,0.0,No,-30.294311623198947,153.123998054297
11859,05/06/2017,CoffsHarbour,8.7,20.2,0.0,,,SW,26.0,WSW,SE,11.0,13.0,74.0,58.0,1024.4,1021.2,,,16.3,18.9,No,0.0,No,-30.294311623198947,153.123998054297
11860,06/06/2017,CoffsHarbour,6.6,20.6,0.0,,,WSW,28.0,NW,SSE,6.0,13.0,78.0,41.0,1019.9,1016.2,,,14.4,19.6,No,0.0,No,-30.294311623198947,153.123998054297
11861,07/06/2017,CoffsHarbour,3.9,17.9,0.0,,,SW,31.0,WSW,SW,15.0,17.0,55.0,52.0,1019.1,1016.9,,8.0,13.8,16.3,No,0.0,No,-30.294311623198947,153.123998054297
11862,08/06/2017,CoffsHarbour,10.9,21.1,0.0,,,SW,46.0,SW,SSW,26.0,30.0,62.0,59.0,1020.1,1018.1,2.0,,15.7,19.5,No,0.4,No,-30.294311623198947,153.123998054297
11863,09/06/2017,CoffsHarbour,14.5,18.0,0.4,,,S,46.0,WSW,SW,22.0,24.0,81.0,94.0,1023.0,1022.8,8.0,8.0,16.7,16.0,No,71.0,Yes,-30.294311623198947,153.123998054297
11864,10/06/2017,CoffsHarbour,14.0,19.0,71.0,,,ESE,44.0,SSW,SW,30.0,19.0,95.0,86.0,1027.9,1026.2,8.0,7.0,14.3,16.6,Yes,90.6,Yes,-30.294311623198947,153.123998054297
11865,11/06/2017,CoffsHarbour,14.2,17.5,90.6,,,ENE,35.0,WNW,W,11.0,11.0,94.0,93.0,1027.2,1024.1,8.0,8.0,16.3,16.6,Yes,26.8,Yes,-30.294311623198947,153.123998054297
11866,12/06/2017,CoffsHarbour,14.3,16.8,26.8,,,SSW,43.0,SW,SW,20.0,17.0,93.0,93.0,1023.5,1021.2,8.0,8.0,14.6,15.0,Yes,64.8,Yes,-30.294311623198947,153.123998054297
11867,13/06/2017,CoffsHarbour,14.4,21.2,64.8,,,SW,50.0,SW,S,24.0,31.0,87.0,66.0,1024.9,1024.4,4.0,1.0,16.6,20.5,Yes,1.4,Yes,-30.294311623198947,153.123998054297
11868,14/06/2017,CoffsHarbour,15.4,21.4,1.4,,,SW,33.0,SW,SSE,22.0,19.0,82.0,65.0,1028.5,1026.6,8.0,,16.7,20.7,Yes,0.6,No,-30.294311623198947,153.123998054297
11869,15/06/2017,CoffsHarbour,13.9,21.0,0.6,,,WSW,28.0,WSW,S,15.0,13.0,83.0,76.0,1027.3,1024.3,1.0,4.0,17.7,19.3,No,0.0,No,-30.294311623198947,153.123998054297
11870,16/06/2017,CoffsHarbour,12.4,19.9,0.0,,,W,15.0,SW,W,7.0,7.0,94.0,84.0,1024.9,1022.3,8.0,8.0,15.0,18.3,No,8.8,Yes,-30.294311623198947,153.123998054297
11871,17/06/2017,CoffsHarbour,14.9,,8.8,,,SW,28.0,WSW,WSW,17.0,13.0,94.0,95.0,1022.6,1019.8,8.0,,16.4,16.2,Yes,24.0,Yes,-30.294311623198947,153.123998054297
11872,18/06/2017,CoffsHarbour,14.6,20.7,24.0,,,SW,56.0,WSW,SW,20.0,35.0,72.0,61.0,1021.2,1019.6,,,17.4,19.7,Yes,0.0,No,-30.294311623198947,153.123998054297
11873,19/06/2017,CoffsHarbour,15.9,18.7,0.0,,,SW,56.0,SW,SSW,30.0,22.0,73.0,94.0,1024.8,1023.9,8.0,6.0,17.6,15.9,No,6.6,Yes,-30.294311623198947,153.123998054297
11874,20/06/2017,CoffsHarbour,15.3,20.9,6.6,,,SSW,50.0,SW,SSW,28.0,35.0,71.0,63.0,1025.0,1022.5,8.0,,17.1,19.9,Yes,0.0,No,-30.294311623198947,153.123998054297
11875,21/06/2017,CoffsHarbour,14.5,21.4,0.0,,,S,39.0,WSW,S,19.0,24.0,67.0,59.0,1023.8,1022.6,,7.0,17.6,20.2,No,0.0,No,-30.294311623198947,153.123998054297
11876,22/06/2017,CoffsHarbour,14.1,21.4,0.0,,,S,30.0,WSW,S,13.0,20.0,59.0,58.0,1026.3,1023.4,1.0,,18.5,20.4,No,0.0,No,-30.294311623198947,153.123998054297
11877,23/06/2017,CoffsHarbour,8.3,20.0,0.0,,,SSE,20.0,NNW,E,7.0,9.0,80.0,62.0,1022.7,1017.6,,,15.1,19.5,No,0.0,No,-30.294311623198947,153.123998054297
11878,24/06/2017,CoffsHarbour,10.9,20.6,0.0,,,SW,26.0,SW,SSE,13.0,9.0,59.0,51.0,1017.8,1015.7,7.0,1.0,16.4,20.0,No,0.0,No,-30.294311623198947,153.123998054297
11879,25/06/2017,CoffsHarbour,8.5,19.3,0.0,,,NW,17.0,WSW,NNE,7.0,7.0,83.0,61.0,1020.2,1017.0,7.0,8.0,13.3,18.2,No,0.0,No,-30.294311623198947,153.123998054297
11880,01/01/2009,Moree,16.4,38.7,0.0,12.2,9.3,NW,54.0,N,WNW,15.0,28.0,27.0,11.0,1005.5,1003.3,6.0,8.0,28.9,37.4,No,0.0,No,-29.43543220679104,149.82529176258873
11881,02/01/2009,Moree,22.3,30.3,0.0,11.2,3.0,NNE,30.0,NNE,N,19.0,15.0,68.0,40.0,1009.5,1009.0,6.0,7.0,25.2,29.4,No,0.0,No,-29.43543220679104,149.82529176258873
11882,03/01/2009,Moree,21.2,33.3,0.0,6.2,11.7,ENE,46.0,ENE,ENE,22.0,22.0,57.0,31.0,1014.9,1012.2,6.0,5.0,24.5,32.7,No,0.0,No,-29.43543220679104,149.82529176258873
11883,04/01/2009,Moree,16.4,33.5,0.0,11.2,13.3,ENE,39.0,NE,ENE,20.0,20.0,51.0,28.0,1016.9,1012.2,1.0,3.0,22.9,31.9,No,0.0,No,-29.43543220679104,149.82529176258873
11884,05/01/2009,Moree,19.2,34.5,0.0,12.6,13.4,SE,35.0,ENE,S,19.0,11.0,44.0,22.0,1015.1,1010.6,1.0,6.0,24.2,32.9,No,0.0,No,-29.43543220679104,149.82529176258873
11885,06/01/2009,Moree,21.3,36.8,0.0,10.8,12.4,SSE,33.0,NNE,NE,24.0,9.0,54.0,26.0,1013.6,1009.1,1.0,5.0,25.4,34.6,No,0.0,No,-29.43543220679104,149.82529176258873
11886,07/01/2009,Moree,22.2,34.5,0.0,10.0,7.6,NNE,39.0,NNE,N,26.0,7.0,56.0,23.0,1012.7,1008.5,7.0,7.0,25.2,32.5,No,0.0,No,-29.43543220679104,149.82529176258873
11887,08/01/2009,Moree,23.7,36.4,0.0,8.6,7.7,ENE,46.0,NNE,ENE,24.0,9.0,46.0,31.0,1009.6,1007.0,7.0,5.0,26.3,34.3,No,0.0,No,-29.43543220679104,149.82529176258873
11888,09/01/2009,Moree,20.4,34.3,0.0,12.0,6.8,SSW,69.0,E,SE,26.0,7.0,53.0,31.0,1011.2,1008.0,5.0,5.0,26.3,32.1,No,9.2,Yes,-29.43543220679104,149.82529176258873
11889,10/01/2009,Moree,16.0,32.1,9.2,9.8,9.6,SW,76.0,,N,,9.0,51.0,29.0,1012.0,1007.3,2.0,5.0,21.1,30.4,Yes,3.4,Yes,-29.43543220679104,149.82529176258873
11890,11/01/2009,Moree,18.2,33.0,3.4,8.6,11.8,SW,76.0,NNE,NNE,24.0,13.0,56.0,37.0,1011.2,1008.0,1.0,5.0,22.5,30.3,Yes,0.0,No,-29.43543220679104,149.82529176258873
11891,12/01/2009,Moree,21.5,34.6,0.0,8.0,9.8,ENE,41.0,NNE,NE,26.0,11.0,55.0,26.0,1013.3,1010.1,5.0,5.0,25.5,33.7,No,0.0,No,-29.43543220679104,149.82529176258873
11892,13/01/2009,Moree,21.2,35.9,0.0,10.4,13.1,ENE,43.0,ENE,E,19.0,15.0,47.0,19.0,1016.3,1012.3,1.0,3.0,25.4,34.3,No,0.0,No,-29.43543220679104,149.82529176258873
11893,14/01/2009,Moree,19.5,35.0,0.0,13.4,13.2,NE,39.0,NE,NE,24.0,11.0,47.0,24.0,1016.8,1012.7,1.0,1.0,24.3,33.0,No,0.0,No,-29.43543220679104,149.82529176258873
11894,15/01/2009,Moree,20.5,36.1,0.0,12.2,13.2,NNE,43.0,NNE,NNE,30.0,11.0,48.0,24.0,1015.5,1011.4,0.0,1.0,24.4,33.2,No,0.0,No,-29.43543220679104,149.82529176258873
11895,16/01/2009,Moree,21.1,40.1,0.0,12.8,12.9,WSW,48.0,N,NW,22.0,17.0,32.0,15.0,1011.5,1007.6,2.0,3.0,28.1,38.2,No,0.0,No,-29.43543220679104,149.82529176258873
11896,17/01/2009,Moree,15.0,35.6,0.0,16.8,13.3,E,57.0,SSE,WSW,9.0,24.0,32.0,11.0,1011.7,1009.4,0.0,1.0,25.6,34.2,No,0.0,No,-29.43543220679104,149.82529176258873
11897,18/01/2009,Moree,18.5,33.3,0.0,13.8,12.2,ENE,48.0,NE,E,24.0,11.0,51.0,36.0,1018.1,1014.4,5.0,4.0,22.4,30.7,No,0.0,No,-29.43543220679104,149.82529176258873
11898,19/01/2009,Moree,19.7,31.6,0.0,12.2,3.7,NE,52.0,NE,N,30.0,17.0,52.0,35.0,1017.8,1013.4,8.0,8.0,22.5,30.7,No,0.0,No,-29.43543220679104,149.82529176258873
11899,20/01/2009,Moree,22.1,33.6,0.0,10.4,5.2,NNE,44.0,NNE,N,30.0,11.0,48.0,29.0,1016.6,1012.7,7.0,6.0,24.6,32.2,No,0.0,No,-29.43543220679104,149.82529176258873
11900,21/01/2009,Moree,23.8,32.5,0.0,8.8,0.7,SSW,76.0,NE,N,28.0,11.0,54.0,36.0,1014.8,1011.7,8.0,8.0,25.1,31.3,No,47.6,Yes,-29.43543220679104,149.82529176258873
11901,22/01/2009,Moree,20.5,24.5,47.6,9.2,0.0,NNE,48.0,NE,NNE,26.0,31.0,97.0,95.0,1012.4,1009.3,8.0,8.0,21.1,22.5,Yes,23.0,Yes,-29.43543220679104,149.82529176258873
11902,23/01/2009,Moree,21.1,32.1,23.0,1.6,6.8,NE,22.0,NNE,N,13.0,9.0,86.0,54.0,1011.4,1008.7,7.0,5.0,24.3,31.2,Yes,0.0,No,-29.43543220679104,149.82529176258873
11903,24/01/2009,Moree,23.2,35.5,0.0,5.2,10.9,NNE,28.0,N,WNW,15.0,11.0,79.0,47.0,1010.1,1007.4,5.0,7.0,27.0,34.2,No,0.0,No,-29.43543220679104,149.82529176258873
11904,25/01/2009,Moree,24.4,36.0,0.0,8.0,9.0,SW,57.0,NNE,NNE,13.0,37.0,68.0,48.0,1011.1,1009.5,5.0,5.0,28.8,32.7,No,5.4,Yes,-29.43543220679104,149.82529176258873
11905,26/01/2009,Moree,22.7,34.4,5.4,7.2,13.1,SE,43.0,NE,ESE,22.0,9.0,69.0,46.0,1015.7,1012.8,2.0,5.0,27.0,33.3,Yes,0.0,No,-29.43543220679104,149.82529176258873
11906,27/01/2009,Moree,21.3,33.4,0.0,8.8,13.2,ENE,44.0,E,E,20.0,13.0,53.0,38.0,1017.3,1014.2,1.0,4.0,26.7,31.1,No,0.0,No,-29.43543220679104,149.82529176258873
11907,28/01/2009,Moree,20.3,33.7,0.0,10.2,13.1,NE,41.0,ENE,ESE,13.0,15.0,58.0,36.0,1016.2,1013.0,1.0,3.0,25.9,31.5,No,0.0,No,-29.43543220679104,149.82529176258873
11908,29/01/2009,Moree,19.1,33.6,0.0,10.0,13.2,E,61.0,E,ENE,17.0,13.0,56.0,28.0,1016.9,1013.1,0.0,1.0,24.9,32.4,No,0.0,No,-29.43543220679104,149.82529176258873
11909,30/01/2009,Moree,20.2,33.6,0.0,10.0,13.0,NE,48.0,ENE,NNE,24.0,20.0,54.0,33.0,1017.0,1012.7,0.0,4.0,24.5,31.5,No,0.0,No,-29.43543220679104,149.82529176258873
11910,31/01/2009,Moree,19.6,33.7,0.0,10.8,13.0,E,44.0,ENE,E,19.0,17.0,59.0,28.0,1017.4,1013.2,1.0,2.0,25.1,32.9,No,0.0,No,-29.43543220679104,149.82529176258873
11911,01/02/2009,Moree,19.5,35.1,0.0,9.8,11.8,ENE,48.0,NE,ESE,17.0,17.0,56.0,32.0,1015.0,1010.9,7.0,6.0,25.4,33.2,No,0.0,No,-29.43543220679104,149.82529176258873
11912,02/02/2009,Moree,21.1,33.4,0.0,12.6,11.3,NE,33.0,E,NE,22.0,9.0,54.0,40.0,1012.9,1008.9,7.0,7.0,26.5,31.4,No,0.0,No,-29.43543220679104,149.82529176258873
11913,03/02/2009,Moree,20.4,34.7,0.0,8.0,11.4,ENE,52.0,NNE,ESE,17.0,15.0,57.0,32.0,1010.4,1006.7,2.0,3.0,24.8,33.0,No,0.0,No,-29.43543220679104,149.82529176258873
11914,04/02/2009,Moree,20.3,35.0,0.0,8.4,12.3,NNE,37.0,NE,ESE,24.0,7.0,61.0,36.0,1008.9,1005.8,1.0,2.0,26.0,32.8,No,0.0,No,-29.43543220679104,149.82529176258873
11915,05/02/2009,Moree,22.1,36.8,0.0,9.6,12.6,NNE,35.0,NNE,SSE,17.0,17.0,60.0,29.0,1008.9,1005.5,0.0,1.0,25.4,34.3,No,0.0,No,-29.43543220679104,149.82529176258873
11916,06/02/2009,Moree,22.8,37.4,0.0,10.2,12.3,NNE,33.0,N,SSE,17.0,13.0,63.0,22.0,1010.4,1008.1,1.0,1.0,25.9,35.1,No,0.0,No,-29.43543220679104,149.82529176258873
11917,07/02/2009,Moree,19.7,36.1,0.0,11.6,12.8,ENE,44.0,NE,ENE,20.0,15.0,55.0,22.0,1014.4,1010.4,1.0,0.0,24.8,34.3,No,0.0,No,-29.43543220679104,149.82529176258873
11918,08/02/2009,Moree,19.8,36.1,0.0,11.2,12.9,N,30.0,N,NE,19.0,7.0,63.0,25.0,1012.4,1008.4,0.0,0.0,24.0,34.0,No,0.0,No,-29.43543220679104,149.82529176258873
11919,09/02/2009,Moree,20.0,40.5,0.0,10.6,12.7,W,31.0,ENE,W,11.0,9.0,33.0,13.0,1008.9,1005.4,0.0,1.0,28.0,38.2,No,0.0,No,-29.43543220679104,149.82529176258873
11920,10/02/2009,Moree,27.3,37.6,0.0,12.8,1.9,N,59.0,NNE,NNW,28.0,22.0,42.0,24.0,1007.1,1003.5,7.0,7.0,29.5,36.9,No,7.0,Yes,-29.43543220679104,149.82529176258873
11921,11/02/2009,Moree,20.8,31.9,7.0,9.8,12.1,WSW,48.0,WSW,WSW,11.0,24.0,47.0,23.0,1006.1,1005.1,1.0,0.0,23.2,30.8,Yes,0.0,No,-29.43543220679104,149.82529176258873
11922,12/02/2009,Moree,16.1,33.4,0.0,10.2,12.3,NE,54.0,E,N,26.0,11.0,53.0,22.0,1010.5,1007.6,1.0,7.0,23.0,32.1,No,0.0,No,-29.43543220679104,149.82529176258873
11923,13/02/2009,Moree,19.4,25.5,0.0,9.8,3.8,E,69.0,E,E,30.0,39.0,59.0,57.0,1014.9,1013.0,4.0,7.0,22.3,22.1,No,29.2,Yes,-29.43543220679104,149.82529176258873
11924,14/02/2009,Moree,16.6,20.0,29.2,8.2,0.4,E,56.0,SE,ESE,24.0,39.0,93.0,85.0,1011.9,1009.2,8.0,6.0,17.8,19.8,Yes,51.4,Yes,-29.43543220679104,149.82529176258873
11925,15/02/2009,Moree,16.9,25.5,51.4,7.4,3.8,SE,37.0,E,WSW,15.0,13.0,93.0,67.0,1007.8,1006.9,7.0,6.0,18.0,23.7,Yes,0.0,No,-29.43543220679104,149.82529176258873
11926,16/02/2009,Moree,17.9,28.4,0.0,3.6,8.3,ESE,57.0,E,ESE,13.0,39.0,70.0,53.0,1009.5,1006.8,7.0,6.0,21.2,27.0,No,55.8,Yes,-29.43543220679104,149.82529176258873
11927,17/02/2009,Moree,17.4,27.9,55.8,13.6,8.2,E,35.0,ESE,E,24.0,4.0,94.0,56.0,1008.9,1007.5,7.0,5.0,18.5,26.3,Yes,0.0,No,-29.43543220679104,149.82529176258873
11928,18/02/2009,Moree,18.5,30.0,0.0,4.0,10.4,SW,52.0,NE,N,13.0,7.0,74.0,55.0,1008.3,1004.3,2.0,3.0,24.1,29.1,No,0.0,No,-29.43543220679104,149.82529176258873
11929,19/02/2009,Moree,19.4,31.4,0.0,6.0,12.5,W,28.0,NE,WSW,13.0,15.0,79.0,49.0,1007.7,1005.8,2.0,5.0,23.3,30.9,No,0.0,No,-29.43543220679104,149.82529176258873
11930,20/02/2009,Moree,19.6,31.8,0.0,5.4,10.3,E,33.0,N,NW,11.0,9.0,78.0,55.0,1010.2,1008.3,2.0,7.0,25.2,30.1,No,0.0,No,-29.43543220679104,149.82529176258873
11931,21/02/2009,Moree,19.7,32.4,0.0,6.6,10.9,SSW,48.0,NE,ENE,13.0,9.0,78.0,48.0,1011.3,1008.7,2.0,1.0,23.2,30.4,No,0.0,No,-29.43543220679104,149.82529176258873
11932,22/02/2009,Moree,19.8,32.6,0.0,6.6,12.3,ENE,41.0,ENE,ENE,20.0,9.0,67.0,40.0,1013.9,1012.1,1.0,3.0,24.0,31.0,No,0.0,No,-29.43543220679104,149.82529176258873
11933,23/02/2009,Moree,19.1,32.1,0.0,7.8,12.3,ENE,33.0,E,N,17.0,9.0,68.0,37.0,1016.2,1013.4,0.0,3.0,23.7,31.2,No,0.0,No,-29.43543220679104,149.82529176258873
11934,24/02/2009,Moree,19.6,32.4,0.0,7.4,11.6,NNE,30.0,NNE,NNE,15.0,13.0,65.0,39.0,1016.7,1014.0,1.0,3.0,23.3,30.9,No,0.0,No,-29.43543220679104,149.82529176258873
11935,25/02/2009,Moree,21.9,31.6,0.0,7.6,8.6,SSE,46.0,N,NW,15.0,7.0,68.0,46.0,1016.4,1012.9,8.0,7.0,23.9,30.0,No,0.0,No,-29.43543220679104,149.82529176258873
11936,26/02/2009,Moree,17.8,32.8,0.0,7.2,12.3,E,31.0,E,SE,24.0,11.0,65.0,39.0,1015.8,1012.2,1.0,2.0,22.9,31.3,No,0.0,No,-29.43543220679104,149.82529176258873
11937,27/02/2009,Moree,18.6,30.7,0.0,7.8,12.0,E,37.0,E,NW,19.0,11.0,56.0,40.0,1015.5,1012.1,2.0,3.0,22.0,29.1,No,0.0,No,-29.43543220679104,149.82529176258873
11938,28/02/2009,Moree,14.2,33.6,0.0,8.6,11.9,N,39.0,N,NW,26.0,15.0,69.0,27.0,1012.3,1008.8,4.0,1.0,21.6,31.5,No,0.0,No,-29.43543220679104,149.82529176258873
11939,01/03/2009,Moree,18.4,35.5,0.0,6.6,10.6,SSW,37.0,,WSW,,20.0,48.0,24.0,1010.4,1008.1,5.0,3.0,25.0,34.6,No,0.0,No,-29.43543220679104,149.82529176258873
11940,02/03/2009,Moree,16.3,34.6,0.0,9.8,6.4,SSW,28.0,ENE,WSW,13.0,9.0,32.0,16.0,1012.1,1010.7,5.0,7.0,24.8,33.9,No,0.0,No,-29.43543220679104,149.82529176258873
11941,03/03/2009,Moree,19.3,35.4,0.0,7.0,9.6,N,33.0,E,N,20.0,9.0,70.0,33.0,1014.7,1011.7,7.0,4.0,23.8,34.2,No,0.0,No,-29.43543220679104,149.82529176258873
11942,04/03/2009,Moree,23.8,34.2,0.0,8.4,5.5,WSW,59.0,NNE,NNW,31.0,9.0,57.0,41.0,1011.7,1007.6,6.0,5.0,25.5,33.5,No,0.0,No,-29.43543220679104,149.82529176258873
11943,05/03/2009,Moree,10.9,26.2,0.0,11.0,11.6,SW,57.0,SSW,SW,26.0,28.0,39.0,25.0,1014.0,1010.5,0.0,0.0,17.2,25.3,No,0.0,No,-29.43543220679104,149.82529176258873
11944,06/03/2009,Moree,10.5,27.5,0.0,9.2,11.8,WSW,31.0,S,WSW,4.0,15.0,47.0,27.0,1013.1,1010.4,0.0,0.0,17.5,26.5,No,0.0,No,-29.43543220679104,149.82529176258873
11945,07/03/2009,Moree,10.7,30.9,0.0,6.8,11.8,ENE,28.0,ENE,N,17.0,9.0,54.0,19.0,1013.5,1010.6,1.0,1.0,17.9,29.7,No,0.0,No,-29.43543220679104,149.82529176258873
11946,08/03/2009,Moree,14.7,32.6,0.0,9.0,11.8,ENE,43.0,NE,ENE,20.0,9.0,64.0,28.0,1013.7,1010.9,0.0,3.0,23.7,31.9,No,0.0,No,-29.43543220679104,149.82529176258873
11947,09/03/2009,Moree,17.9,32.5,0.0,8.0,10.8,ENE,50.0,ESE,ESE,19.0,20.0,52.0,27.0,1016.6,1012.1,2.0,3.0,23.5,31.6,No,0.0,No,-29.43543220679104,149.82529176258873
11948,10/03/2009,Moree,17.1,31.8,0.0,9.6,11.5,E,52.0,SE,E,22.0,19.0,50.0,33.0,1016.0,1012.7,3.0,3.0,24.0,30.9,No,0.0,No,-29.43543220679104,149.82529176258873
11949,11/03/2009,Moree,16.0,32.5,0.0,10.0,11.3,ENE,48.0,ESE,E,22.0,11.0,53.0,24.0,1017.9,1014.2,1.0,2.0,22.4,31.1,No,0.0,No,-29.43543220679104,149.82529176258873
11950,12/03/2009,Moree,17.6,29.0,0.0,9.8,4.5,E,41.0,ENE,E,24.0,11.0,54.0,34.0,1019.2,1016.8,6.0,8.0,22.8,28.2,No,0.0,No,-29.43543220679104,149.82529176258873
